identifier,protein_families,pfam,pfam_clan,keyword,family,genus,gene_name,protein_name,uniprot_kb_id
P80966,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|119.5,CL0629 (PLA2),KW-0002 (3D-structure);KW-0106 (Calcium);KW-0123 (Cardiotoxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0959 (Myotoxin);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Elapidae,Ophiophagus,,Acidic phospholipase A2 1,PA2A1_OPHHA
P81694,neurotoxin 19 (CSTX) family|IC,PF10530 (Toxin_35)|82.8,CL0083 (Omega_toxin),KW-0027 (Amidation);KW-0108 (Calcium channel impairing toxin);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0472 (Membrane);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-1052 (Target cell membrane);KW-1053 (Target membrane);KW-0800 (Toxin);KW-1218 (Voltage-gated calcium channel impairing toxin),Ctenidae,Cupiennius,,Toxin CSTX-1,TXC1_CUPSA
P82228,neurotoxin 11 (kappa toxin) family|IC,PF07945 (Toxin_16)|86.7,CL0083 (Omega_toxin),KW-0002 (3D-structure);KW-1221 (Calcium-activated potassium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin),Hexathelidae,Hadronyche,,Lambda-hexatoxin-Hv1c,TK1C_HADVE
P83257,neurotoxin 07 (Beta/delta-agtx) family|IC,PF05980 (Toxin_7)|58.2,CL0083 (Omega_toxin),KW-0002 (3D-structure);KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Agelenidae,Pireneitega,,Delta-amaurobitoxin-Pl1b,T3D1B_PIRLC
P83288,spiderine family|IC,,,KW-0108 (Calcium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1218 (Voltage-gated calcium channel impairing toxin),Oxyopidae,Oxyopes,,Omega-oxotoxin-Ot1a,TOX1_OXYTA
P83561,neurotoxin 15 family|IC,PF08093 (Toxin_23)|56.1,CL0083 (Omega_toxin),KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Macrothelidae,Macrothele,,Beta-hexatoxin-Mg1a,TXMG5_MACGS
P83919,neurotoxin 19 (CSTX) family|IC,PF10530 (Toxin_35)|33.0,CL0083 (Omega_toxin),KW-0027 (Amidation);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0472 (Membrane);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-1052 (Target cell membrane);KW-1053 (Target membrane);KW-0800 (Toxin),Ctenidae,Cupiennius,,Neurotoxic enhancer CSTX-13,TXC13_CUPSA
P83942,PDGF/VEGF growth factor family|IC,PF00341 (PDGF)|87.8,CL0079 (Cystine-knot),KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0339 (Growth factor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Vipera,,Snake venom vascular endothelial growth factor toxin HF,TXVE_VIPAP
P84035,venom metalloproteinase (M12B) family|IC,,,KW-1204 (Blood coagulation cascade activating toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1206 (Fibrinogenolytic toxin);KW-1205 (Fibrinolytic toxin);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-0645 (Protease);KW-0655 (Prothrombin activator);KW-0964 (Secreted);KW-0800 (Toxin);KW-0862 (Zinc),Viperidae,Bothrops,,Snake venom metalloproteinase basparin-A,VM3BA_BOTAS
P84777,short scorpion toxin superfamily|IC,PF00451 (Toxin_2)|39.4,CL0054 (Knottin_1),KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),Buthidae,Tityus,,Potassium channel toxin alpha-KTx 15.6,KA156_TITDI
P85253,cationic peptide 06 (cytoinsectotoxin) family|IC,PF10279 (Latarcin)|27.0,,KW-0044 (Antibiotic);KW-0929 (Antimicrobial);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-0354 (Hemolysis);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Zodariidae,Lachesana,cit 1-1,M-zodatoxin-Lt8a,CTX11_LACTA
P86092,venom metalloproteinase (M12B) family|IC,PF00200 (Disintegrin)|72.4;PF01421 (Reprolysin)|111.8;PF08516 (ADAM_CR)|67.1,CL0126 (Peptidase_MA);CL0750 (ADAM_CR_sf),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1206 (Fibrinogenolytic toxin);KW-1205 (Fibrinolytic toxin);KW-0325 (Glycoprotein);KW-1200 (Hemorrhagic toxin);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-1201 (Platelet aggregation inhibiting toxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0800 (Toxin);KW-0862 (Zinc),Viperidae,Bothrops,,Zinc metalloproteinase leucurolysin-B,VM3LB_BOTLC
P86169,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|116.3,CL0629 (PLA2),KW-0044 (Antibiotic);KW-0929 (Antimicrobial);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Crotalus,,Basic phospholipase A2 A,PA2BA_CRODR
P86535,flavin monoamine oxidase family|SAM,,,KW-0044 (Antibiotic);KW-0929 (Antimicrobial);KW-0053 (Apoptosis);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0274 (FAD);KW-0285 (Flavoprotein);KW-0325 (Glycoprotein);KW-0354 (Hemolysis);KW-1199 (Hemostasis impairing toxin);KW-0560 (Oxidoreductase);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Daboia,,L-amino-acid oxidase L1,OXLA1_DABRR
P86716,spiderine family|IC,,,KW-0002 (3D-structure);KW-0044 (Antibiotic);KW-0929 (Antimicrobial);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0960 (Knottin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Oxyopidae,Oxyopes,,Spiderine-1a,SPN1A_OXYTA
Q00496,peptidase M27 family|IC,PF01742 (Peptidase_M27)|322.8;PF07951 (Toxin_R_bind_C)|102.3;PF07952 (Toxin_trans)|315.5;PF07953 (Toxin_R_bind_N)|203.9,CL0004 (Concanavalin);CL0066 (Trefoil);CL0126 (Peptidase_MA),KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1032 (Host cell membrane);KW-1035 (Host cytoplasm);KW-1036 (Host cytoplasmic vesicle);KW-1043 (Host membrane);KW-1051 (Host synapse);KW-0378 (Hydrolase);KW-0446 (Lipid-binding);KW-0472 (Membrane);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-0528 (Neurotoxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-0843 (Virulence);KW-0862 (Zinc),Clostridiaceae,Clostridium,botE,Botulinum neurotoxin type E,BXE_CLOBO
Q0NZX5,venom metalloproteinase (M12B) family|IC,PF00200 (Disintegrin)|61.5;PF01421 (Reprolysin)|201.9;PF01562 (Pep_M12B_propep)|63.4,CL0126 (Peptidase_MA),KW-0002 (3D-structure);KW-0053 (Apoptosis);KW-0106 (Calcium);KW-1217 (Cell adhesion impairing toxin);KW-0145 (Chemotaxis);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-1201 (Platelet aggregation inhibiting toxin);KW-1185 (Reference proteome);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0862 (Zinc);KW-0865 (Zymogen),Viperidae,Bothrops,,Zinc metalloproteinase/disintegrin,VM2JA_BOTJA
Q14FJ4,venom metalloproteinase (M12B) family|IC,PF01421 (Reprolysin)|193.6;PF01562 (Pep_M12B_propep)|62.2,CL0126 (Peptidase_MA),KW-1217 (Cell adhesion impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-1201 (Platelet aggregation inhibiting toxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0862 (Zinc);KW-0865 (Zymogen),Viperidae,Echis,,Zinc metalloproteinase/disintegrin,VM2OC_ECHOC
Q1HLC0,hemolin family|IC,PF07679 (I-set)|136.7;PF13927 (Ig_3)|143.1,CL0159 (E-set),KW-1204 (Blood coagulation cascade activating toxin);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0393 (Immunoglobulin domain);KW-0645 (Protease);KW-0677 (Repeat);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0732 (Signal);KW-0800 (Toxin),Saturniidae,Lonomia,,Hemolin,LOSAC_LONON
Q25338,cationic peptide 01 (latrotoxin) family|IC,PF00023 (Ank)|230.0;PF12796 (Ank_2)|264.8,CL0465 (Ank),KW-0002 (3D-structure);KW-0040 (ANK repeat);KW-0165 (Cleavage on pair of basic residues);KW-0903 (Direct protein sequencing);KW-0268 (Exocytosis);KW-0472 (Membrane);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0677 (Repeat);KW-0964 (Secreted);KW-0732 (Signal);KW-1052 (Target cell membrane);KW-1053 (Target membrane);KW-0800 (Toxin);KW-0812 (Transmembrane),Theridiidae,Latrodectus,,Delta-latroinsectotoxin-Lt1a,LITD_LATTR
Q2UXQ5,venom metalloproteinase (M12B) family|IC,PF00200 (Disintegrin)|69.9;PF01421 (Reprolysin)|215.6;PF01562 (Pep_M12B_propep)|60.6;PF08516 (ADAM_CR)|56.1,CL0126 (Peptidase_MA);CL0750 (ADAM_CR_sf),KW-1204 (Blood coagulation cascade activating toxin);KW-0106 (Calcium);KW-1217 (Cell adhesion impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-1200 (Hemorrhagic toxin);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-1201 (Platelet aggregation inhibiting toxin);KW-0645 (Protease);KW-0655 (Prothrombin activator);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0862 (Zinc);KW-0865 (Zymogen),Viperidae,Echis,Svmp3-Eoc22,Zinc metalloproteinase-disintegrin-like EoVMP2,VM3E2_ECHOC
Q40772,ribosome-inactivating protein family|IC,PF00161 (RIP)|102.9,,KW-0002 (3D-structure);KW-0051 (Antiviral defense);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0611 (Plant defense);KW-0652 (Protein synthesis inhibitor);KW-0732 (Signal);KW-0800 (Toxin),Phytolaccaceae,Phytolacca,PAP2,Antiviral protein II/III,RIP2_PHYAM
Q48R29,peptidase C10 family|IC,PF01640 (Peptidase_C10)|190.8;PF13734 (Inhibitor_I69)|53.6,CL0125 (Peptidase_CA),KW-0068 (Autocatalytic cleavage);KW-1035 (Host cytoplasm);KW-0378 (Hydrolase);KW-0488 (Methylation);KW-0645 (Protease);KW-0964 (Secreted);KW-0732 (Signal);KW-0788 (Thiol protease);KW-0800 (Toxin);KW-0843 (Virulence);KW-0865 (Zymogen),Streptococcaceae,Streptococcus,speB,Streptopain,SPEB_STRPM
Q4PRD1,snaclec family|IC,PF00059 (Lectin_C)|52.6,CL0056 (C_Lectin),KW-0002 (3D-structure);KW-1204 (Blood coagulation cascade activating toxin);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Viperidae,Daboia,LC1,Snaclec coagulation factor X-activating enzyme light chain 1,SLLC1_DABSI
Q56VR3,peptidase S1 family|SAM,PF00008 (EGF)|34.3;PF00089 (Trypsin)|187.1;PF00594 (Gla)|70.6;PF14670 (FXa_inhibition)|43.8,CL0001 (EGF);CL0124 (Peptidase_PA),KW-0002 (3D-structure);KW-1204 (Blood coagulation cascade activating toxin);KW-0106 (Calcium);KW-0165 (Cleavage on pair of basic residues);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0245 (EGF-like domain);KW-0301 (Gamma-carboxyglutamic acid);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0582 (Pharmaceutical);KW-0645 (Protease);KW-0655 (Prothrombin activator);KW-1185 (Reference proteome);KW-0677 (Repeat);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0732 (Signal);KW-0800 (Toxin),Elapidae,Pseudonaja,,Venom prothrombin activator pseutarin-C catalytic subunit,FAXC_PSETE
Q58L95,peptidase S1 family|SAM,PF00008 (EGF)|29.8;PF00089 (Trypsin)|191.6;PF00594 (Gla)|70.2;PF14670 (FXa_inhibition)|45.0,CL0001 (EGF);CL0124 (Peptidase_PA),KW-1204 (Blood coagulation cascade activating toxin);KW-0106 (Calcium);KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0245 (EGF-like domain);KW-0301 (Gamma-carboxyglutamic acid);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0645 (Protease);KW-0655 (Prothrombin activator);KW-0677 (Repeat);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0732 (Signal);KW-0800 (Toxin),Elapidae,Oxyuranus,,Venom prothrombin activator omicarin-C catalytic subunit,FAXC_OXYMI
Q5EK40,,PF09009 (Exotox-A_cataly)|141.0;PF09101 (Exotox-A_bind)|511.7;PF09102 (Exotox-A_target)|98.1,CL0004 (Concanavalin);CL0084 (ADP-ribosyl),KW-0002 (3D-structure);KW-1015 (Disulfide bond);KW-0328 (Glycosyltransferase);KW-0520 (NAD);KW-0548 (Nucleotidyltransferase);KW-0732 (Signal);KW-0800 (Toxin);KW-0808 (Transferase);KW-0843 (Virulence),Vibrionaceae,Vibrio,chxA,Cholix toxin,CHXA_VIBCL
Q5TVM9,5'-nucleotidase family|SAM,PF00149 (Metallophos)|58.4;PF02872 (5_nucleotid_C)|112.9,CL0163 (Calcineurin);CL0781 (NadN_C),KW-1203 (Blood coagulation cascade inhibiting toxin);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0547 (Nucleotide-binding);KW-1201 (Platelet aggregation inhibiting toxin);KW-1185 (Reference proteome);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Culicidae,Anopheles,,Apyrase,APY_ANOGA
Q63KH5,Cif family|IC,PF16374 (CIF)|261.7,CL0125 (Peptidase_CA),KW-0002 (3D-structure);KW-1048 (Host nucleus);KW-0378 (Hydrolase);KW-1185 (Reference proteome);KW-0964 (Secreted);KW-0800 (Toxin);KW-0843 (Virulence),Burkholderiaceae,Burkholderia,cif,Protein-glutamine deamidase Cif,CIF_BURPS
Q6EER2,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|115.5,CL0629 (PLA2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0528 (Neurotoxin);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Viperidae,Sistrurus,,Basic phospholipase A2 sistruxin B,PA2BB_SISTE
Q6PXP0,phospholipase A2 family|IC,PF05826 (Phospholip_A2_2)|92.2,CL0629 (PLA2),KW-0106 (Calcium);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-0354 (Hemolysis);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0865 (Zymogen),Chactidae,Anuroctonus,,Phospholipase A2 phaiodactylipin,PA2_ANUPH
Q6STF1,flavin monoamine oxidase family|IC,PF01593 (Amino_oxidase)|273.0,CL0063 (NADP_Rossmann),KW-0002 (3D-structure);KW-0044 (Antibiotic);KW-0929 (Antimicrobial);KW-0053 (Apoptosis);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0274 (FAD);KW-0285 (Flavoprotein);KW-0325 (Glycoprotein);KW-0354 (Hemolysis);KW-1200 (Hemorrhagic toxin);KW-1199 (Hemostasis impairing toxin);KW-0560 (Oxidoreductase);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Viperidae,Gloydius,,L-amino-acid oxidase,OXLA_GLOHA
Q6T271,venom metalloproteinase (M12B) family|IC,PF00200 (Disintegrin)|38.4;PF01421 (Reprolysin)|203.9,CL0126 (Peptidase_MA),KW-1217 (Cell adhesion impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-0645 (Protease);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin);KW-0862 (Zinc);KW-0865 (Zymogen),Viperidae,Bitis,,Zinc metalloproteinase/disintegrin,VM2BI_BITGA
Q7LZ09,natriuretic peptide family|IC,PF00212 (ANP)|52.4,,KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0382 (Hypotensive agent);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Macrovipera,,Lebetin-2-alpha,LEB_MACLB
Q7SID6,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|108.7,CL0629 (PLA2),KW-0002 (3D-structure);KW-0106 (Calcium);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0800 (Toxin),Viperidae,Deinagkistrodon,,Acidic phospholipase A2,PA2A_DEIAC
Q7T046,venom metalloproteinase (M12B) family|IC,PF00200 (Disintegrin)|79.7;PF01421 (Reprolysin)|197.0;PF01562 (Pep_M12B_propep)|63.0;PF08516 (ADAM_CR)|60.7,CL0126 (Peptidase_MA);CL0750 (ADAM_CR_sf),KW-1204 (Blood coagulation cascade activating toxin);KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-0645 (Protease);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0862 (Zinc);KW-0865 (Zymogen),Viperidae,Macrovipera,,Coagulation factor X-activating enzyme heavy chain,VM3CX_MACLB
Q7T1M3,In the N-terminal section|IC,,,KW-0963 (Cytoplasm);KW-0903 (Direct protein sequencing);KW-0382 (Hypotensive agent);KW-0481 (Metalloenzyme inhibitor);KW-0483 (Metalloprotease inhibitor);KW-0646 (Protease inhibitor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0838 (Vasoactive),Viperidae,Bothrops,,Bradykinin-potentiating and C-type natriuretic peptides isoform 2,BNP_BOTJR
Q7YT39,neurotoxin 10 (Hwtx-1) family|IC,,,KW-0002 (3D-structure);KW-0027 (Amidation);KW-0044 (Antibiotic);KW-0929 (Antimicrobial);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0446 (Lipid-binding);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),Theraphosidae,Grammostola,,M-theraphotoxin-Gr1a,MTX4_GRARO
Q7ZTA7,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|110.3,CL0629 (PLA2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-0959 (Myotoxin);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Viperidae,Crotalus,,Acidic phospholipase A2 CoaPLA2,PA2AD_CROLY
Q7ZTA8,phospholipase A2 family|IC,PF00068 (Phospholip_A2_1)|111.6,CL0629 (PLA2),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0479 (Metal-binding);KW-1201 (Platelet aggregation inhibiting toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),Viperidae,Crotalus,,Acidic phospholipase A2 Cvv-E6e,PA2AE_CROVV
Q805F6,venom metalloproteinase (M12B) family|IC,PF00200 (Disintegrin)|54.0;PF01421 (Reprolysin)|214.6;PF01562 (Pep_M12B_propep)|62.6,CL0126 (Peptidase_MA),KW-0002 (3D-structure);KW-0106 (Calcium);KW-1217 (Cell adhesion impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-1201 (Platelet aggregation inhibiting toxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0862 (Zinc);KW-0865 (Zymogen),Viperidae,Agkistrodon,,Zinc metalloproteinase/disintegrin,VM2AB_AGKCO
Q8AY80,peptidase S1 family|SAM,PF00089 (Trypsin)|208.6,CL0124 (Peptidase_PA),KW-1015 (Disulfide bond);KW-1206 (Fibrinogenolytic toxin);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0732 (Signal);KW-0800 (Toxin);KW-0865 (Zymogen),Viperidae,Trimeresurus,,Alpha- and beta-fibrinogenase stejnefibrase-1,VSPS1_TRIST
Q8I914,arthropod phospholipase D family|IC,,,KW-0002 (3D-structure);KW-0204 (Cytolysis);KW-1061 (Dermonecrotic toxin);KW-1015 (Disulfide bond);KW-0354 (Hemolysis);KW-0442 (Lipid degradation);KW-0443 (Lipid metabolism);KW-0456 (Lyase);KW-0460 (Magnesium);KW-0479 (Metal-binding);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0865 (Zymogen),Sicariidae,Loxosceles,,Dermonecrotic toxin LlSicTox-alphaIII1i,A311_LOXLA
Q90YA6,venom metalloproteinase (M12B) family|IC,PF00200 (Disintegrin)|60.6;PF01421 (Reprolysin)|207.9;PF01562 (Pep_M12B_propep)|61.1,CL0126 (Peptidase_MA),KW-1217 (Cell adhesion impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-1201 (Platelet aggregation inhibiting toxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0862 (Zinc);KW-0865 (Zymogen),Viperidae,Protobothrops,,Zinc metalloproteinase/disintegrin,VM2E2_PROEL
Q91053,peptidase S1 family|SAM,PF00089 (Trypsin)|207.3,CL0124 (Peptidase_PA),KW-1204 (Blood coagulation cascade activating toxin);KW-1015 (Disulfide bond);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0732 (Signal);KW-0800 (Toxin);KW-0865 (Zymogen),Viperidae,Gloydius,,Thrombin-like enzyme calobin-1,VSP1_GLOUS
