identifier,ec,keyword,length,protein_families,reviewed,root,domain,kingdom,phylum,class,order,family,genus,species,gene_name,protein_name,uniprot_kb_id
P0DL14,,KW-0108 (Calcium channel impairing toxin);KW-1221 (Calcium-activated potassium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0632 (Potassium channel impairing toxin);KW-1219 (Ryanodine-sensitive calcium-release channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),30,CRISP family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja annulifera,,Cysteine-rich venom protein annuliferin-a,CRVPA_NAJHA
P0DL15,,KW-0108 (Calcium channel impairing toxin);KW-1221 (Calcium-activated potassium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0632 (Potassium channel impairing toxin);KW-1219 (Ryanodine-sensitive calcium-release channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),30,CRISP family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja annulifera,,Cysteine-rich venom protein annuliferin-b,CRVPB_NAJHA
P0DL16,,KW-0108 (Calcium channel impairing toxin);KW-1221 (Calcium-activated potassium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0632 (Potassium channel impairing toxin);KW-1219 (Ryanodine-sensitive calcium-release channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),30,CRISP family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja mossambica,,Cysteine-rich venom protein mossambin,CRVP_NAJMO
P0DL17,,KW-0108 (Calcium channel impairing toxin);KW-1221 (Calcium-activated potassium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0632 (Potassium channel impairing toxin);KW-1219 (Ryanodine-sensitive calcium-release channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),30,CRISP family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Hemachatus,Hemachatus haemachatus,,Cysteine-rich venom protein hematin,CRVP_HEMHA
P0DL18,,KW-0108 (Calcium channel impairing toxin);KW-1221 (Calcium-activated potassium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0632 (Potassium channel impairing toxin);KW-1219 (Ryanodine-sensitive calcium-release channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),30,CRISP family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Ovophis,Ovophis okinavensis,,Cysteine-rich venom protein okinavin,CRVP_OVOOK
P0DL19,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0964 (Secreted);KW-0800 (Toxin),22,CRISP family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Notechis,Notechis scutatus,,Cysteine-rich venom protein notescatin,CRVPA_NOTSC
P0DL20,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0964 (Secreted);KW-0800 (Toxin),22,CRISP family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Pseudechis,Pseudechis guttatus,,Cysteine-rich venom protein pseuguttin,CRVPA_PSEGT
P0DL21,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0964 (Secreted);KW-0800 (Toxin),22,CRISP family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Elapidae,Pseudechis,Pseudechis colletti,,Cysteine-rich venom protein collettin-a,CRVPA_PSECT
P0DL23,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),72,long (4 C-C) scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus pachyurus,,Putative beta-neurotoxin,SCXS_TITPA
P0DL24,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),20,long (4 C-C) scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus pachyurus,,Putative beta-neurotoxin,SCXT_TITPA
P0DL25,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),39,long (4 C-C) scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus pachyurus,,Putative beta-neurotoxin,SCXU_TITPA
P0DL26,3.4.21.- (Serine endopeptidases),KW-1204 (Blood coagulation cascade activating toxin);KW-1216 (Complement system impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1205 (Fibrinolytic toxin);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-1202 (Platelet aggregation activating toxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0800 (Toxin),50,peptidase S1 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops pirajai,,Thrombin-like enzyme BpirSP27,VSP27_BOTPI
P0DL27,3.4.21.- (Serine endopeptidases),KW-1204 (Blood coagulation cascade activating toxin);KW-1216 (Complement system impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1205 (Fibrinolytic toxin);KW-0325 (Glycoprotein);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-1202 (Platelet aggregation activating toxin);KW-0645 (Protease);KW-0964 (Secreted);KW-0720 (Serine protease);KW-0800 (Toxin),50,peptidase S1 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops pirajai,,Thrombin-like enzyme BpirSP41,VSP41_BOTPI
P0DL29,3.4.24.- (Metalloendopeptidases),KW-0106 (Calcium);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-1206 (Fibrinogenolytic toxin);KW-1205 (Fibrinolytic toxin);KW-1200 (Hemorrhagic toxin);KW-1199 (Hemostasis impairing toxin);KW-0378 (Hydrolase);KW-0479 (Metal-binding);KW-0482 (Metalloprotease);KW-0645 (Protease);KW-0964 (Secreted);KW-0800 (Toxin);KW-0862 (Zinc),198,venom metalloproteinase (M12B) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops pirajai,,Snake venom metalloproteinase BpirMP,VM1_BOTPI
P0DL31,,KW-0108 (Calcium channel impairing toxin);KW-0165 (Cleavage on pair of basic residues);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1218 (Voltage-gated calcium channel impairing toxin),40,,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus regularis,,Omega-conotoxin RsXXVIA,CXQA_CONRG
P0DL32,,KW-1222 (Bradykinin receptor impairing toxin);KW-0903 (Direct protein sequencing);KW-1213 (G protein-coupled receptor impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin),11,bradykinin-related peptide family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Pompilidae,Cyphononyx,Cyphononyx dorsalis,,Fulvonin,BRKF_CYPDO
P0DL33,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),66,short scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Euscorpiidae,Scorpiops,Scorpiops margerisonae,,Potassium channel toxin alpha-KTx 30.1,KA301_SCOMR
P0DL34,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),66,short scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Euscorpiidae,Scorpiops,Scorpiops jendeki,,Potassium channel toxin alpha-KTx 30.2,KA302_SCOJE
P0DL35,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),66,short scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Euscorpiidae,Scorpiops,Scorpiops jendeki,,Potassium channel toxin alpha-KTx 30.3,KA303_SCOJE
P0DL36,,KW-0002 (3D-structure);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),112,scoloptoxin-03 family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra mutilans,,Mu-scoloptoxin(03)-Ssm2a,TX32A_SCOMU
P0DL37,,KW-0002 (3D-structure);KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),62,short scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Urodacus,Urodacus yaschenkoi,,Potassium channel toxin alpha-KTx 6.21,KAX6L_UROYA
P0DL38,,KW-0027 (Amidation);KW-0108 (Calcium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0449 (Lipoprotein);KW-0528 (Neurotoxin);KW-0564 (Palmitate);KW-0638 (Presynaptic neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),77,neurotoxin 02 (plectoxin) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Plectreuridae,Plectreurys,Plectreurys tristis,,Delta/omega-plectoxin-Pt1a,TX21A_PLETR
P0DL39,,KW-0002 (3D-structure);KW-0008 (Acetylcholine receptor inhibiting toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0629 (Postsynaptic neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin),16,conotoxin A superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus australis,,Alpha-conotoxin AusIA,CA1A_CONAV
P0DL42,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0339 (Growth factor);KW-0873 (Pyrrolidone carboxylic acid);KW-0964 (Secreted);KW-0800 (Toxin),109,PDGF/VEGF growth factor family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,,Snake venom vascular endothelial growth factor toxin VR-1',TXVE_DABSI
P0DL43,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),37,short scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Heteroctenus,Heteroctenus garridoi,,Potassium channel toxin alpha-KTx 2.14,KAX2E_HETGR
P0DL44,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),38,short scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus paris,,Potassium channel toxin alpha-KTx 3.17,KAX3H_BUTPA
P0DL45,,KW-1221 (Calcium-activated potassium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin),36,short scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus paris,,Potassium channel toxin alpha-KTx 16.8,KA168_BUTPA
P0DL46,,KW-1221 (Calcium-activated potassium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin),36,short scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus paris,,Potassium channel toxin alpha-KTx 16.9,KA169_BUTPA
P0DL47,,KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),97,long chain scorpion toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Euscorpiidae,Euscorpiops,Euscorpiops validus,,Scorpine-like peptide Ev37,KBX3_EUSVA
P0DL48,,KW-0108 (Calcium channel impairing toxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1218 (Voltage-gated calcium channel impairing toxin),48,neurotoxin 02 (plectoxin) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,,Omega-agatoxin-Aa5a,TX20A_AGEAP
P0DL49,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0166 (Nematocyst);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),80,sea anemone sodium channel inhibitory toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,,Delta-actitoxin-Avd1c 1,NA12_ANEVI
P0DL50,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0166 (Nematocyst);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),80,sea anemone sodium channel inhibitory toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,,Delta-actitoxin-Avd1c 2,NA122_ANEVI
P0DL51,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0166 (Nematocyst);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),80,sea anemone sodium channel inhibitory toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,,Delta-actitoxin-Avd1c 3,NA123_ANEVI
P0DL52,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0166 (Nematocyst);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),80,sea anemone sodium channel inhibitory toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,,Delta-actitoxin-Avd1e 1,NA124_ANEVI
P0DL53,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0166 (Nematocyst);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),80,sea anemone sodium channel inhibitory toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,,Delta-actitoxin-Avd1e 2,NA125_ANEVI
P0DL54,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0166 (Nematocyst);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),80,sea anemone sodium channel inhibitory toxin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,,Delta-actitoxin-Avd1e 3,NA126_ANEVI
P0DL55,,KW-0165 (Cleavage on pair of basic residues);KW-0204 (Cytolysis);KW-0903 (Direct protein sequencing);KW-0406 (Ion transport);KW-0472 (Membrane);KW-0166 (Nematocyst);KW-0964 (Secreted);KW-0732 (Signal);KW-1052 (Target cell membrane);KW-1053 (Target membrane);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-0813 (Transport),226,actinoporin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Cnidaria,Anthozoa,Actiniaria,Aliciidae,Phyllodiscus,Phyllodiscus semoni,,DELTA-alicitoxin-Pse1a,ACTP1_PHYSE
P0DL56,,KW-0165 (Cleavage on pair of basic residues);KW-0204 (Cytolysis);KW-0406 (Ion transport);KW-0472 (Membrane);KW-0166 (Nematocyst);KW-0964 (Secreted);KW-0732 (Signal);KW-1052 (Target cell membrane);KW-1053 (Target membrane);KW-0800 (Toxin);KW-0812 (Transmembrane);KW-0813 (Transport),226,actinoporin family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Cnidaria,Anthozoa,Actiniaria,Aliciidae,Phyllodiscus,Phyllodiscus semoni,,DELTA-alicitoxin-Pse1b,ACTP2_PHYSE
P0DL57,,KW-0027 (Amidation);KW-0123 (Cardiotoxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),89,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,unclassified Phlogius,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Phlogius,Phlogius sp.,,Mu-theraphotoxin-Phlo1a,HM1A_PHLSP
P0DL58,,KW-0027 (Amidation);KW-0123 (Cardiotoxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),90,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,unclassified Phlogius,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Phlogius,Phlogius sp.,,Mu-theraphotoxin-Phlo1b,HM1B_PHLSP
P0DL59,,KW-0123 (Cardiotoxin);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),26,neurotoxin 30 (phrixotoxin) family,Swiss-Prot,unclassified Phlogius,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Phlogius,Phlogius sp.,,Mu-theraphotoxin-Phlo2a,PM2A_PHLSP
P0DL60,,KW-1015 (Disulfide bond);KW-0166 (Nematocyst);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),69,Cnidaria small cysteine-rich protein (SCRiP) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Cnidaria,Anthozoa,Actiniaria,Metridiidae,Metridium,Metridium senile,,Small cysteine-rich protein,SCRD_METSE
P0DL61,,KW-0165 (Cleavage on pair of basic residues);KW-1015 (Disulfide bond);KW-0166 (Nematocyst);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin),64,,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,,Small cysteine-rich protein,SCR_ANEVI
P0DL62,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),39,short scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus occitanus,,Potassium channel toxin alpha-KTx 31.1,KA311_BUTOC
P0DL64,,KW-0002 (3D-structure);KW-0027 (Amidation);KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),33,neurotoxin 10 (Hwtx-1) family,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Theraphosidae,Thrixopelma,Thrixopelma pruriens,,Mu-theraphotoxin-Tp1a,HPR3_THRPR
P0DL65,,KW-0002 (3D-structure);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0632 (Potassium channel impairing toxin);KW-0964 (Secreted);KW-0732 (Signal);KW-0800 (Toxin);KW-1220 (Voltage-gated potassium channel impairing toxin),58,short scorpion toxin superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,,Mesomartoxin,KA26U_OLIMR
P0DL66,,KW-0903 (Direct protein sequencing);KW-1015 (Disulfide bond);KW-0872 (Ion channel impairing toxin);KW-0960 (Knottin);KW-0528 (Neurotoxin);KW-0964 (Secreted);KW-0800 (Toxin);KW-0738 (Voltage-gated sodium channel impairing toxin),27,conotoxin O1 superfamily,Swiss-Prot,cellular organisms,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus tessulatus,,Delta-conotoxin TsVIA,O16A_CONTS
